Name,,,Div.,Gen.,Ovr.,Swim,Bike,Run,Overall,DPI
Marcelo Benites Dos SantosM50-54,BR,#445,13,422,447,37:58:00,2:31:34,1:46:58,5:06:50,91.9
Helga LottF40-44,BR,#1297,13,92,892,43:31:00,2:55:24,1:43:55,5:37:29,89.3
Leandro VieiraM30-34,BR,#1020,13,95,97,30:00:00,2:24:34,1:33:22,4:32:48,96.6
Rafael Carvalho MartendalM35-39,BR,#646,13,52,54,26:34:00,2:24:13,1:29:14,4:25:22,97.7
Camila Trevlin LemosF35-39,BR,#1314,13,63,730,34:46:00,2:44:48,1:56:53,5:24:09,94.3
Giulio BorlenghiM18-24,BR,#1441,13,637,693,38:39:00,2:42:37,--:--,5:22:10,89.8
Victor VenturaM25-29,BR,#1596,13,80,82,30:26:00,2:31:28,1:23:09,4:30:16,96.2
Denise Charpenel PequenoF50-54,BR,#1395,13,247,1390,43:26:00,4:06:52,2:27:02,7:29:17,83.5
Gilberto Dos Santos MarcosM45-49,BR,#362,13,185,191,31:04:00,2:38:12,1:31:53,4:48:37,95.5
Fernanda HalahF45-49,BR,#1378,13,73,796,38:10:00,2:53:35,1:48:41,5:29:14,94.6
Dominique CalvilhoF25-29,BR,#1162,13,96,905,36:47:00,2:57:31,1:56:18,5:38:42,91.9
Pamela SteinF30-34,BR,#1231,13,39,549,38:15:00,2:44:59,1:43:07,5:13:50,94.6
Dominique Vlavianos GuillaumonF25-29,BR,#1183,14,97,909,36:52:00,2:50:33,2:04:42,5:39:29,91.8
Leandro Lago E SantosM50-54,BR,#383,14,426,451,32:12:00,2:35:02,1:53:34,5:07:07,91.9
Eva Matos PinhoF40-44,BR,#1371,14,94,900,35:37:00,2:53:00,1:58:21,5:38:18,89.1
Vinicius CastilhoM40-44,BR,#266,14,61,63,29:56:00,2:22:29,1:30:04,4:27:46,96.9
Marco DalanM45-49,BR,#479,14,193,199,32:20:00,2:27:00,1:39:23,4:49:19,95.4
Gabriel AguileraM30-34,BR,#1018,14,96,98,31:51:00,2:27:36,1:27:18,4:33:14,96.5
Patrik TruppelM18-24,BR,#1447,14,715,784,30:19:00,2:46:17,2:01:35,5:28:23,88.8
Hector HaussenM25-29,BR,#1542,14,89,91,30:26:00,2:22:27,1:33:21,4:31:41,95.9
Rogerio GuimaraesM55-59,BR,#1684,14,646,704,37:06:00,2:39:30,2:00:45,5:22:48,88.6
Renata Baesso PereiraF45-49,BR,#1397,14,79,812,36:58:00,2:53:23,1:51:53,5:30:36,94.4
Ronaldo FonsecaM35-39,BR,#1071,14,57,59,28:32:00,--:--,--:--,4:26:36,97.4
Larissa FrançaF30-34,BR,#1169,14,40,552,41:11:00,2:39:29,1:47:01,5:13:55,94.6
Thaís Helena QueirozF35-39,BR,#1202,14,64,758,37:30:00,2:46:10,1:55:00,5:26:06,94
Sergio Cozzetti Bertoldi De SouzaM50-54,BR,#1645,15,451,478,36:20:00,2:39:56,1:47:27,5:09:18,91.5
Raphael Guerra MachadoM18-24,BR,#1436,15,719,790,27:46:00,2:47:41,2:05:05,5:29:03,88.6
Lucas BarbozaM35-39,BR,#515,15,59,61,29:38:00,2:21:47,1:29:26,4:27:02,97.3
Tais Semenzati MarsonF40-44,BR,#1345,15,109,947,--:--,--:--,--:--,5:42:39,88.4
Rodrigo NovaisM30-34,BR,#972,15,98,100,28:18:00,2:36:24,1:23:21,4:33:51,96.4
Augusto GomesM25-29,BR,#1702,15,97,99,27:08:00,2:26:35,1:35:12,4:33:40,95.4
Décio AlbuquerqueM45-49,BR,#475,15,196,202,34:57:00,2:38:25,1:29:12,4:49:37,95.3
