Name,,,Div.,Gen.,Ovr.,Swim,Bike,Run,Overall,DPI
Pablo Ruiz GalloM30-34,AR,#1006,23,79,79,30:27:00,2:33:18,1:36:05,4:41:49,93.9
Rodrigo BrunettiM25-29,BR,#457,38,598,693,41:33:00,3:09:30,2:02:42,6:01:34,81.6
Mauro ZittaM30-34,AR,#992,36,124,125,37:22:00,2:40:00,1:29:04,4:48:36,92.6
Juan Carlos MendiolaM35-39,UY,#750,12,42,42,32:27:00,2:27:03,1:29:45,4:31:21,95.9
Giovani Jose MikoaskiM35-39,BR,#676,119,507,584,46:42:00,2:45:53,2:07:12,5:45:18,82.5
Ricardo AzcoitiaM30-34,UY,#413,102,725,876,37:37:00,3:20:04,2:36:22,6:44:00,74.2
Katsuhiti Ricardo Gadelha KotamaM40-44,BR,#327,46,218,233,38:03:00,2:44:52,1:41:08,5:07:30,90.8
Williams Fernandez PerezM30-34,UY,#570,21,65,65,33:21:00,2:36:51,1:24:58,4:37:48,94.8
Fernanda Garcia CentellasF50-54,AR,#615,9,133,823,39:15:00,3:16:07,2:22:32,6:23:20,88.3
Lucas FarrellM40-44,AR,#564,110,489,561,41:22:00,2:57:03,2:00:30,5:42:57,84.8
Patricio BuquetM35-39,AR,#340,120,508,586,37:07:00,2:56:47,2:05:53,5:45:36,82.5
Victor BuffoneM40-44,AR,#459,71,303,332,42:23:00,2:40:44,1:52:01,5:19:05,88.7
Alejandro Gabriel Abalos ReynosoM35-39,AR,#365,143,738,904,42:36:00,3:19:56,2:47:43,6:57:24,72.6
Matias Hernandez OtañoM35-39,AR,#655,138,643,752,46:50:00,3:12:51,2:00:31,6:10:36,78.7
Leonardo TesanM50-54,AR,#933,82,754,925,46:21:00,3:53:01,2:23:39,7:14:53,75.1
Miguel FraserM45-49,AR,#346,76,474,542,34:13:00,3:00:16,2:01:50,5:41:16,85.5
Leonardo Daniel IluaneM50-54,AR,#1112,61,635,744,47:37:00,3:08:15,2:05:20,6:08:54,83.8
Giovani AcostaM18-24,UY,#367,8,275,298,43:48:00,2:39:19,1:49:49,5:15:19,86.4
Rafael Britez AbbateM45-49,PY,#453,98,563,650,42:12:00,2:59:02,2:08:55,5:53:56,83.5
Roger NavidadM40-44,UY,#775,87,374,415,42:24:00,2:55:37,1:46:04,5:28:07,87.2
Diego JannotsM50-54,AR,#669,5,125,126,38:32:00,2:31:58,1:34:35,4:48:38,97.5
Gabriel MatocqM50-54",AR,#132,3,81,81,35:58:00,2:29:37,1:33:25,4:42:13,98.8
Pablo Carrion BurgosM45-49,UY,#1102,112,616,717,41:21:00,2:59:59,2:16:32,6:05:05,81.8
Agustin PiottiM25-29,UY,#818,25,288,315,38:01:00,2:48:36,1:47:22,5:16:47,88.7
Katherine Nicole Offermann PortusF40-44,CL,#137,22,110,753,46:34:00,3:06:53,2:12:44,6:10:37,85.9
Christian Rosales NuñezM35-39,CL,#55,31,119,120,37:49:00,2:31:57,1:35:33,4:47:55,92.6
Fernando CoutoM40-44,BR,#88,8,66,66,32:07:00,2:27:22,1:36:22,4:38:42,96.3
Ana ZuñigaF45-49,AR,#994,35,161,890,57:48:00,3:24:30,2:22:19,6:49:43,81.4
Martin BonisM35-39,AR,#444,99,404,457,36:55:00,2:55:53,1:53:11,5:31:41,84.7
Marcelo BachaM50-54,AR,#415,47,489,561,42:20:00,2:56:45,1:59:58,5:42:57,87.8
Emiliano BetanzoM30-34,AR,#438,90,587,678,40:34:00,3:15:56,1:55:51,5:59:21,80.3
Oscar Luis GirotoM50-54,AR,#623,13,190,200,36:39:00,2:42:24,1:38:28,5:01:11,95.1
Fernando LopezM30-34,UY,#707,49,256,276,40:13:00,2:39:58,1:47:18,5:12:30,88
Juan Pablo De BenedettoM35-39,AR,#90,48,197,208,37:09:00,2:41:46,1:40:30,5:02:54,89.7
Alfredo ForlaniM50-54,AR,#104,6,136,137,33:11:00,2:39:10,1:34:26,4:49:55,97.2
Melanie CentenoF25-29,AR,#199,11,123,795,45:13:00,3:21:28,2:05:44,6:17:30,84.7
Fernando Martin AliendeM60-64",NO,#180,3,478,549,53:35:00,2:46:15,1:51:10,5:42:00,94.2
Tomas GortariM40-44,AR,#229,49,228,244,39:10:00,2:45:43,1:39:02,5:08:58,90.5
Carlos Leoncio ZapanaM70-74",AR,#1066,2,763,940,1:00:38,3:41:15,2:59:25,7:47:13,93.5
Diego CianiM60-64",AR,#82,1,271,294,41:43:00,2:42:12,1:47:37,5:15:04,98.9
Sergio AlarconM30-34,CL,#1054,10,32,32,30:15:00,2:24:11,1:30:41,4:27:51,96.9
Natalia GonzalezF35-39,UY,#632,30,145,855,50:57:00,3:10:25,2:19:10,6:32:55,82.6
